,L,nh,x->y,y->x
0,1,2,-3.1286487579345703,-3.0611367225646973
1,1,4,-2.8454177379608154,-3.0313589572906494
2,1,5,-3.1192398071289062,-3.3352222442626953
3,1,8,-3.06746506690979,-3.5609078407287598
4,1,10,-3.1930370330810547,-3.579228162765503
5,2,2,-2.962306261062622,-3.1475586891174316
6,2,4,-3.1289875507354736,-3.1978859901428223
7,2,5,-3.1310832500457764,-3.3954100608825684
8,2,8,-3.02995228767395,-3.386291742324829
9,2,10,-3.5633952617645264,-4.132729530334473
10,3,2,-3.075808525085449,-3.1761999130249023
11,3,4,-3.1906330585479736,-3.178525447845459
12,3,5,-3.204693555831909,-3.554727792739868
13,3,8,-3.184774160385132,-3.516578435897827
14,3,10,-3.2529332637786865,-3.8402273654937744
