,L,nh,x->y,y->x
0,1,2,-2.5932066440582275,-2.497541666030884
1,1,4,-2.452009677886963,-2.5601465702056885
2,1,5,-2.7779765129089355,-2.7398083209991455
3,1,8,-2.8069283962249756,-2.9349682331085205
4,1,10,-3.1180500984191895,-2.9559459686279297
5,2,2,-2.513216733932495,-2.5625171661376953
6,2,4,-2.460984945297241,-2.471341133117676
7,2,5,-2.661623239517212,-2.7255563735961914
8,2,8,-2.619778633117676,-2.754261016845703
9,2,10,-3.5164566040039062,-3.369946002960205
10,3,2,-2.4494361877441406,-2.5244667530059814
11,3,4,-2.5494384765625,-2.531558036804199
12,3,5,-2.8357975482940674,-2.900583267211914
13,3,8,-2.7633585929870605,-2.8730666637420654
14,3,10,-3.1901121139526367,-3.0489511489868164
