,L,nh,x->y,y->x
0,1,2,-1.6788862943649292,-1.8287588357925415
1,1,4,-1.971374273300171,-1.6076685190200806
2,1,5,-2.4269168376922607,-1.8710200786590576
3,1,8,-1.4788661003112793,-1.923120379447937
4,1,10,-1.4305119514465332,-1.7099915742874146
5,2,2,-1.7284722328186035,-3.347492218017578
6,2,4,-1.5331692695617676,-1.7086529731750488
7,2,5,-2.0533125400543213,-1.704228401184082
8,2,8,-1.7845112085342407,-2.1996562480926514
9,2,10,-1.572668194770813,-1.6748709678649902
10,3,2,-1.8844470977783203,-1.616791009902954
11,3,4,-1.5509103536605835,-1.821305513381958
12,3,5,-1.546679139137268,-1.859717845916748
13,3,8,-1.6952165365219116,-2.0136702060699463
14,3,10,-1.5823073387145996,-1.686856985092163
