,L,nh,x->y,y->x
0,1,18,-3.0798230171203613,-3.080618381500244
1,1,24,-2.8899364471435547,-3.023261308670044
2,2,18,-2.495206832885742,-2.5335440635681152
3,2,24,-2.4289567470550537,-2.8190524578094482
4,3,18,-2.4449267387390137,-2.4834439754486084
5,3,24,-2.827181100845337,-2.9919891357421875
