,L,nh,x->y,y->x
0,1,18,-3.2835075855255127,-3.195929765701294
1,1,24,-3.0436410903930664,-3.25614595413208
2,2,18,-2.6956470012664795,-2.7023348808288574
3,2,24,-2.5699985027313232,-2.6647303104400635
4,3,18,-2.624464988708496,-2.679591178894043
5,3,24,-2.9465370178222656,-3.161207437515259
