,L,nh,x->y,y->x
0,1,18,-4.2064208984375,-3.9089133739471436
1,1,24,-3.506105422973633,-5.051148414611816
2,2,18,-3.0794789791107178,-2.654109001159668
3,2,24,-2.8749475479125977,-2.53458833694458
4,3,18,-3.3416500091552734,-3.0886995792388916
5,3,24,-4.674982070922852,-5.809720993041992
