,L,nh,x->y,y->x
0,1,18,-4.234668254852295,-4.200911521911621
1,1,24,-5.620776653289795,-5.655491352081299
2,2,18,-3.1981399059295654,-3.307391881942749
3,2,24,-2.993860960006714,-3.028048276901245
4,3,18,-3.4791717529296875,-3.482987642288208
5,3,24,-6.284728050231934,-6.520388126373291
