,L,nh,x->y,y->x
0,1,18,-4.588904857635498,-4.630344867706299
1,1,24,-7.109719753265381,-6.4995503425598145
2,2,18,-4.318553447723389,-4.15587854385376
3,2,24,-3.1645116806030273,-3.0631768703460693
4,3,18,-4.940248012542725,-4.971566677093506
5,3,24,-9.518065452575684,-9.013165473937988
