,L,nh,x->y,y->x
0,1,18,-4.4737982749938965,-4.466000080108643
1,1,24,-6.284273624420166,-6.989515781402588
2,2,18,-4.103641033172607,-4.069154262542725
3,2,24,-3.135563850402832,-3.0284175872802734
4,3,18,-4.66008186340332,-4.706326961517334
5,3,24,-8.216761589050293,-8.871979713439941
