,L,nh,x->y,y->x
0,1,18,-3.241689682006836,-3.162170171737671
1,1,24,-2.993934392929077,-3.2214746475219727
2,2,18,-2.6446709632873535,-2.665069341659546
3,2,24,-2.520110607147217,-2.616774559020996
4,3,18,-2.56146240234375,-2.627873659133911
5,3,24,-2.892103672027588,-3.1278064250946045
