2.579028089605010337e+02,2.450742986450383114e+02,2.489741642381706299e+02,1.891854262423152875e+02,1.853307866008119618e+02,1.686497938174975104e+02,1.816920922336315414e+02,1.873253431398487976e+02,1.413721898564793662e+02,1.792796831737806826e+02,1.282148857022688446e+02,1.516515566166069959e+02,1.685489294078580258e+02,1.488468399532858939e+02,8.761666178588978937e+01,1.827067160305966240e+02,1.523919178908870435e+02,1.745203173175720508e+02,1.270594563490147664e+02,1.445938291208568671e+02,1.547455449298251438e+02,1.845501494836168774e+02,1.784067608308585591e+02,2.208589088177583619e+02,2.803283535795282546e+02,2.543783485937318858e+02,2.602646308751766924e+02,3.394605551209109535e+02,3.093790059329152768e+02,2.052183449817265455e+02,2.101167318372109776e+02,2.123722098428109177e+02,1.863691321734482074e+02,1.685774833139506654e+02,2.241209980314676216e+02,2.227132005995104862e+02,1.607455015026857268e+02,1.249183697222908478e+02,1.848086142969515038e+02,2.121574535461705864e+02,2.471648671594672066e+02,2.100037059993902915e+02,1.722203280726802177e+02,2.054316649238674586e+02,1.602625065587201902e+02,1.499083655319203956e+02,2.177846643044559869e+02,1.970749676074738090e+02
2.581170486167744684e+02,2.454669426981191123e+02,2.483749750119897897e+02,1.899082225928814580e+02,1.858018355859512667e+02,1.696657602266809590e+02,1.806622383868751740e+02,1.887284265874205573e+02,1.418327901987591417e+02,1.788562521875515472e+02,1.269384210806050106e+02,1.518727190655801849e+02,1.692115043682174473e+02,1.500991377940824520e+02,8.789975343326568691e+01,1.816716057868142116e+02,1.511833128127671273e+02,1.740785358017662929e+02,1.281883519902380613e+02,1.449991790993933307e+02,1.550923414773691604e+02,1.836277442890724103e+02,1.771066107091836273e+02,2.151877399130985680e+02,2.832660456355164911e+02,2.524864490475277137e+02,2.651441781212724322e+02,3.391979914699306278e+02,3.081700094846590332e+02,2.032187392868018208e+02,2.085758503716443784e+02,2.089617767086739946e+02,1.878700358395238652e+02,1.690535359933900850e+02,2.232057255486997178e+02,2.193121610612186316e+02,1.615994578819874619e+02,1.236312043460452941e+02,1.842651317198402694e+02,2.100407231562489301e+02,2.482574379407031984e+02,2.093991167249675414e+02,1.707253886420259903e+02,2.052735880122076253e+02,1.573707340167841551e+02,1.479066539662890136e+02,2.122448355940695137e+02,1.951642632422512520e+02
2.560493086468616752e+02,2.456969093657426981e+02,2.475524840028828066e+02,1.891041098438354595e+02,1.852701326501712060e+02,1.689208355474156633e+02,1.799218626118467341e+02,1.872495303083416047e+02,1.422516743999668165e+02,1.783620523034274470e+02,1.273477992788550210e+02,1.520699631394283529e+02,1.686137296580793077e+02,1.481204224821047717e+02,8.853486087808268223e+01,1.820583083370700592e+02,1.508913060896306604e+02,1.730758974034501989e+02,1.273823830874596155e+02,1.444481500422762679e+02,1.543127594986700899e+02,1.829823553510364889e+02,1.782137415316652778e+02,2.146739939788089089e+02,2.843994920844208423e+02,2.519005051869547458e+02,2.644717696700440683e+02,3.363823751023516024e+02,3.070003845411852694e+02,2.014058091753760209e+02,2.078353593618568027e+02,2.084904694511785124e+02,1.876439927262070739e+02,1.687030111119607909e+02,2.210732427019232489e+02,2.181367430390200184e+02,1.597781397162127348e+02,1.248837795849232748e+02,1.850966619176725487e+02,2.110789378468207076e+02,2.473721359790380063e+02,2.105604744131675830e+02,1.700337594671889008e+02,2.035131714509921892e+02,1.585601042766611215e+02,1.485115633793038228e+02,2.101051143685291436e+02,1.955478137135555130e+02
2.601889723206212466e+02,2.475583672582488930e+02,2.478531529406840832e+02,1.902384087786553550e+02,1.867364063050483196e+02,1.708157072277898578e+02,1.807241521514445992e+02,1.862276068179830872e+02,1.425961094408540930e+02,1.792215615888263471e+02,1.276657908208171790e+02,1.518210927001630353e+02,1.688210952576210673e+02,1.480760045669587157e+02,8.871989387057598719e+01,1.803767312178388238e+02,1.519315219258501770e+02,1.750409440991021768e+02,1.282343384802157686e+02,1.453264106941789180e+02,1.556920613784871819e+02,1.845326429714416179e+02,1.784073096043017017e+02,2.166055006779594692e+02,2.894758686256560622e+02,2.518080195686604270e+02,2.658269023839694114e+02,3.402576593185601723e+02,3.093508021582470064e+02,2.039074959035786776e+02,2.099103960041003063e+02,2.100795900301374672e+02,1.886607386823897343e+02,1.668843221465000397e+02,2.198087607174796858e+02,2.194193658975895858e+02,1.584064755664069537e+02,1.239758789764770910e+02,1.841371796574086090e+02,2.116615319276921525e+02,2.504880274613611562e+02,2.133517101463088466e+02,1.738578732289004449e+02,2.041451153088813726e+02,1.592214493372736683e+02,1.498725716770379961e+02,2.132351390835240181e+02,1.969327257761860324e+02
2.562661309963150416e+02,2.443880753153994760e+02,2.493833352390606990e+02,1.908201511777910184e+02,1.848690522257255395e+02,1.693487071827581474e+02,1.819350508498087606e+02,1.834983448837240303e+02,1.413516701912174938e+02,1.767064367093451267e+02,1.268726642704239396e+02,1.509984796028097378e+02,1.675204913709591494e+02,1.470730713295420742e+02,8.885647114698346627e+01,1.812894826949440983e+02,1.524437494561794608e+02,1.747594877206182389e+02,1.280770293527350248e+02,1.448122980721804538e+02,1.544181763875538422e+02,1.836482453146587943e+02,1.785456436298861433e+02,2.171537854038498097e+02,2.793210956079038283e+02,2.539486139469147474e+02,2.586979468329964789e+02,3.381605745936103631e+02,3.080823125032194980e+02,2.030476864534383878e+02,2.083592044454456698e+02,2.101981614263760036e+02,1.849825484015815675e+02,1.646444716217856126e+02,2.194503858490912762e+02,2.202551786813028798e+02,1.586682329033486099e+02,1.239488805698399148e+02,1.846952937443450935e+02,2.138675883808931246e+02,2.469890012925238523e+02,2.089109904102542714e+02,1.709393831719532102e+02,1.995421818491141153e+02,1.574099816431642864e+02,1.474242282288477668e+02,2.127757281691863511e+02,1.968017759206125845e+02
2.564129322760148284e+02,2.462851154626287951e+02,2.480842920880207316e+02,1.898235051970903555e+02,1.849055259717984541e+02,1.692801013372601631e+02,1.801554638662752552e+02,1.886357997266844109e+02,1.427929690180814646e+02,1.805889428189451849e+02,1.293645619701831322e+02,1.535141683406478705e+02,1.696902360119159709e+02,1.519000328077230790e+02,8.931915679572669831e+01,1.829307932907981638e+02,1.509652143636992605e+02,1.743350571238268003e+02,1.269571322683741101e+02,1.451095097867072070e+02,1.559196085635303461e+02,1.849564510293187709e+02,1.794535657726979991e+02,2.205140014016677696e+02,2.885529552687257251e+02,2.523065648979665525e+02,2.678691663875321183e+02,3.369007296591317413e+02,3.055518384268744398e+02,2.027225657928137252e+02,2.095878642532015874e+02,2.120678326142382559e+02,1.885783578919251511e+02,1.695350598046027812e+02,2.248030503085460339e+02,2.238209317616354781e+02,1.627662250519226461e+02,1.245925788935963254e+02,1.867901855314073032e+02,2.141412642689551831e+02,2.478623346697181091e+02,2.091973206816006154e+02,1.714654888670152388e+02,2.037600984150700469e+02,1.594315926457958881e+02,1.481938802900395444e+02,2.162931908548477793e+02,1.986125537436850834e+02
2.559085950695869656e+02,2.461585201403601104e+02,2.467381774234380032e+02,1.901789787626955501e+02,1.876819336793401476e+02,1.705085675200835169e+02,1.825288647262949553e+02,1.865153335759479774e+02,1.428416686134480926e+02,1.810182595352962949e+02,1.267910494654909428e+02,1.517711675355243983e+02,1.678782204244826630e+02,1.474386458826989781e+02,8.703568839690773018e+01,1.807102466299863863e+02,1.533109919429165870e+02,1.751841002044260165e+02,1.278322925286219913e+02,1.444907497494552047e+02,1.535089191270859885e+02,1.828422311361793788e+02,1.757370681856237411e+02,2.168458879217864421e+02,2.743254507889886895e+02,2.523402411980765407e+02,2.562030502853999678e+02,3.379010706554848866e+02,3.081653531719369994e+02,2.045907968513375579e+02,2.084176273561262747e+02,2.082437646600183143e+02,1.853649979118255260e+02,1.665564780601685300e+02,2.218825039480327632e+02,2.196724023062805315e+02,1.583448856047736228e+02,1.239116660063523057e+02,1.840589485422354983e+02,2.124220503917353824e+02,2.475770484106330400e+02,2.106516119481883038e+02,1.723477221388899068e+02,2.020944381236298852e+02,1.603414263970261686e+02,1.489245396099765628e+02,2.137034545002783545e+02,1.925843308377263270e+02
2.601139378488705347e+02,2.489397077695345217e+02,2.472490890252865938e+02,1.897715917469967337e+02,1.899209857470290785e+02,1.705607399262226807e+02,1.810776491604350440e+02,1.927801619339374497e+02,1.462278133151613133e+02,1.832295423557584968e+02,1.290015102858031355e+02,1.553275912406856207e+02,1.701959131064902806e+02,1.543218372609736946e+02,9.098828330613676485e+01,1.853064200388001552e+02,1.519068160965490222e+02,1.730435545849063033e+02,1.272504318564131580e+02,1.448393237691565503e+02,1.544054084621708398e+02,1.845164001537600313e+02,1.810581518817646440e+02,2.218214531143214003e+02,2.817719175720235967e+02,2.517643743060740178e+02,2.547943595625434057e+02,3.418460259489239093e+02,3.107311546248836294e+02,2.044971932535458166e+02,2.093038136349232730e+02,2.124715919274845817e+02,1.886156889151443465e+02,1.709327156411331714e+02,2.256413427408443511e+02,2.241937262218167746e+02,1.646102190440154232e+02,1.278383605219178349e+02,1.885653881030480647e+02,2.182511861714166344e+02,2.477245909607192402e+02,2.111582649158617926e+02,1.721659700244155715e+02,2.071879728121386961e+02,1.623788001380416688e+02,1.505097561699255948e+02,2.194858541385666797e+02,1.970700431273465654e+02
2.598014621627667680e+02,2.485746490357301184e+02,2.474960101761583928e+02,1.903343241389979710e+02,1.878385528168596181e+02,1.699254178333505365e+02,1.822253029370739341e+02,1.867945648602211293e+02,1.451284268716861448e+02,1.827589992529727851e+02,1.288638916209775118e+02,1.549094640194846022e+02,1.724325694844689849e+02,1.492352056285478739e+02,9.055249549059463732e+01,1.831615107656589601e+02,1.536301267266424873e+02,1.775140067431505599e+02,1.288356408197560938e+02,1.479989959876365901e+02,1.585434804372837334e+02,1.892459120166354012e+02,1.827586400698301929e+02,2.235322158638411736e+02,2.823786371572794565e+02,2.539880901742726564e+02,2.561288185481784581e+02,3.424519416477762661e+02,3.102180141220774772e+02,2.081911662747337459e+02,2.146004792983310381e+02,2.169442429371897845e+02,1.888092073999390266e+02,1.649969358010969813e+02,2.221444392927830620e+02,2.228887749481367848e+02,1.592328688613429222e+02,1.262132374372641834e+02,1.866945951827278805e+02,2.161065264102937817e+02,2.485121611478254522e+02,2.144065990692403432e+02,1.763612511391394548e+02,2.067209750534879618e+02,1.617753048580300117e+02,1.520381335699109115e+02,2.198626681166947208e+02,1.994550438897713889e+02
2.577839957053225248e+02,2.445164644707906234e+02,2.488551681839267076e+02,1.909328242890698561e+02,1.861568806209311902e+02,1.689369099757666390e+02,1.833350243435790787e+02,1.844431048405106139e+02,1.426964004584757788e+02,1.783189165581139832e+02,1.273551139915713435e+02,1.527356912470749251e+02,1.701155566372267458e+02,1.480176890219203472e+02,9.043212789335468926e+01,1.848288261430604109e+02,1.543689026203706192e+02,1.784497107194494561e+02,1.274843943348351161e+02,1.459257794923036613e+02,1.562251804807080759e+02,1.876905794524539033e+02,1.816761609343764121e+02,2.196373178639530863e+02,2.812142347896253796e+02,2.570918504970130698e+02,2.588384523957351462e+02,3.410141814884156588e+02,3.089118101891061201e+02,2.060654555481965247e+02,2.111250999877591994e+02,2.127872293239054216e+02,1.862369970514372710e+02,1.681961865270546070e+02,2.201218731221756002e+02,2.191113143599482100e+02,1.581906216693003842e+02,1.241616400804679188e+02,1.858466331774408218e+02,2.152849928757045745e+02,2.479016000257894348e+02,2.097311942315821511e+02,1.716589003889434366e+02,2.028779320950123690e+02,1.606750710261522954e+02,1.491720323977334601e+02,2.169419299136718848e+02,1.996678172788099914e+02
2.605950381036000181e+02,2.467488007847122731e+02,2.475601162832809621e+02,1.895553148506024286e+02,1.870741590062326907e+02,1.702312604690285411e+02,1.799747293687234446e+02,1.906082602320308013e+02,1.440774016183034121e+02,1.805441254364540384e+02,1.299231829891258201e+02,1.549145358829997008e+02,1.713085466795628804e+02,1.514744086024111027e+02,8.901707407311430131e+01,1.858283801635195118e+02,1.510198586927717486e+02,1.762922110253146855e+02,1.263379616288064113e+02,1.441962555045902548e+02,1.553836218345038276e+02,1.868353631403737154e+02,1.811043154877635857e+02,2.169322635019736651e+02,2.884449297867440691e+02,2.523376274506016728e+02,2.639354878248493605e+02,3.397446238711380033e+02,3.097330959449863030e+02,2.054152740333067015e+02,2.102708558994914370e+02,2.112249920691128864e+02,1.887625232548358269e+02,1.704828370615857978e+02,2.271518674144573708e+02,2.223345988551444066e+02,1.646813470415160339e+02,1.253766990976835842e+02,1.872679845222783683e+02,2.131340762964384794e+02,2.481934655067474296e+02,2.097898506346699037e+02,1.711696779545616209e+02,2.039880655654575605e+02,1.579982449167241612e+02,1.479749754447051657e+02,2.160687973939481878e+02,1.991930226615331492e+02
2.587964759731826234e+02,2.441188976466600025e+02,2.471166678560802268e+02,1.894508698613647653e+02,1.862259046423839095e+02,1.698573562948644167e+02,1.800892986250591719e+02,1.874508223409804657e+02,1.425243675227271751e+02,1.795820800758501434e+02,1.283778695982709621e+02,1.527291593978170283e+02,1.694205495595324180e+02,1.496378157551255015e+02,8.841401458359645460e+01,1.824686387119016615e+02,1.513174723466829903e+02,1.755755761808913178e+02,1.270097158598552056e+02,1.440393163102046969e+02,1.543437511591359055e+02,1.848812554703282842e+02,1.794194281447244350e+02,2.145882933865993323e+02,2.859124892994486800e+02,2.519241585215413011e+02,2.636881609817187382e+02,3.373907192622219213e+02,3.069102140868522497e+02,2.028332341385203677e+02,2.085175813854942533e+02,2.101955357955900752e+02,1.879433537247333845e+02,1.682229257203692327e+02,2.226653526841571136e+02,2.170922709790677345e+02,1.593374982244930607e+02,1.230222369334713051e+02,1.838957870225285660e+02,2.096651809438629925e+02,2.468640893992345582e+02,2.084479260678251933e+02,1.699576152288292406e+02,2.017247645553445068e+02,1.572627831417912887e+02,1.468456675377948386e+02,2.127644286626714347e+02,1.975585539863103008e+02
2.556268108558836900e+02,2.450707041321020654e+02,2.460580147189033084e+02,1.884357716612093157e+02,1.850029878900897131e+02,1.698083686637947949e+02,1.802088279374826811e+02,1.878211698771314673e+02,1.421704263700468971e+02,1.782483578648662501e+02,1.277752657976981112e+02,1.519865916057521247e+02,1.687101222297488903e+02,1.493003089643001431e+02,8.739574300672620666e+01,1.819395368127950690e+02,1.510890898753316947e+02,1.745144252805878295e+02,1.276358884439753467e+02,1.448164416812731190e+02,1.539422967131962992e+02,1.839593255953728601e+02,1.791722409868830255e+02,2.123110441167418116e+02,2.838990408016738911e+02,2.503755023420770840e+02,2.632364266852142123e+02,3.343342566717373074e+02,3.058712750837073031e+02,2.009956438715212812e+02,2.067950433198708424e+02,2.083103720798068252e+02,1.871985560244403644e+02,1.690352089862527123e+02,2.215034957171430960e+02,2.168344749676653578e+02,1.606580300938643404e+02,1.232897574580829598e+02,1.844878121702681426e+02,2.098839743306513697e+02,2.462195123002811670e+02,2.092175300305636085e+02,1.703766806881385492e+02,2.023275839138741219e+02,1.565217221449746035e+02,1.464787889433723365e+02,2.109530686400402431e+02,1.962982971939209449e+02
