,L,nh,x->y,y->x
0,1,2,-2.327244520187378,-2.2858524322509766
1,1,4,-4.025628566741943,-4.086191654205322
2,1,5,-4.018129348754883,-3.973801612854004
3,1,8,-4.422054290771484,-4.508031368255615
4,1,10,-3.172837018966675,-3.3884902000427246
5,2,2,-3.750420570373535,-3.8966591358184814
6,2,4,-4.736324787139893,-4.725373268127441
7,2,5,-4.052900791168213,-4.273290157318115
8,2,8,-4.722434997558594,-4.857686996459961
9,2,10,-4.048612117767334,-4.424455165863037
10,3,2,-4.013784885406494,-4.2851104736328125
11,3,4,-4.883654594421387,-4.781500816345215
12,3,5,-4.710976600646973,-4.878470420837402
13,3,8,-4.560836315155029,-4.6787190437316895
14,3,10,-4.5160932540893555,-4.907381057739258
