,L,nh,x->y,y->x
0,1,2,-3.303420305252075,-3.3175103664398193
1,1,4,-3.2482640743255615,-3.2153944969177246
2,1,5,-3.8408443927764893,-3.8776252269744873
3,1,8,-4.1718268394470215,-4.138605117797852
4,1,10,-3.6045525074005127,-3.6565845012664795
5,2,2,-3.685816764831543,-3.641157865524292
6,2,4,-3.5164995193481445,-3.4616241455078125
7,2,5,-4.042140960693359,-3.993992328643799
8,2,8,-4.6132354736328125,-4.5626912117004395
9,2,10,-4.408235549926758,-4.422104358673096
10,3,2,-3.4846575260162354,-3.3742547035217285
11,3,4,-3.7130870819091797,-3.7081682682037354
12,3,5,-4.5944929122924805,-4.580008029937744
13,3,8,-4.507656574249268,-4.506628036499023
14,3,10,-4.752664089202881,-4.747617721557617
