,L,nh,x->y,y->x
0,1,2,-2.9501290321350098,-2.8480825424194336
1,1,4,-2.7754149436950684,-2.967397689819336
2,1,5,-3.5420310497283936,-3.5494399070739746
3,1,8,-3.793745517730713,-4.038218021392822
4,1,10,-3.804382801055908,-3.576312303543091
5,2,2,-3.5505447387695312,-3.7171037197113037
6,2,4,-2.734755754470825,-3.031273603439331
7,2,5,-3.5272696018218994,-3.8466756343841553
8,2,8,-4.199288845062256,-4.4247541427612305
9,2,10,-4.526411533355713,-4.472533702850342
10,3,2,-3.159298896789551,-3.688241958618164
11,3,4,-3.2934858798980713,-3.2540087699890137
12,3,5,-4.225302219390869,-4.391419410705566
13,3,8,-4.120326995849609,-4.226388931274414
14,3,10,-4.836398124694824,-4.802441596984863
