,L,nh,x->y,y->x
0,1,2,-3.2871642112731934,-3.3211588859558105
1,1,4,-4.499114036560059,-4.555971622467041
2,1,5,-3.121330976486206,-3.1998863220214844
3,1,8,-1.896575927734375,-1.9211763143539429
4,1,10,-1.2134826183319092,-1.365799069404602
5,2,2,-6.187341213226318,-5.9082770347595215
6,2,4,-3.5649640560150146,-3.4860262870788574
7,2,5,-4.577181816101074,-4.282567977905273
8,2,8,-2.3300960063934326,-2.135117769241333
9,2,10,-1.121212124824524,-1.1185845136642456
10,3,2,-4.975893020629883,-4.760195732116699
11,3,4,-3.798675298690796,-4.812783718109131
12,3,5,-2.82439923286438,-1.761310338973999
13,3,8,-3.6836419105529785,-3.439889907836914
14,3,10,-3.343538761138916,-3.2827343940734863
