,L,nh,x->y,y->x
0,1,2,-3.0517752170562744,-3.2252042293548584
1,1,4,-3.5557684898376465,-3.4458937644958496
2,1,5,-3.913135290145874,-4.138794422149658
3,1,8,-4.326107025146484,-4.5861287117004395
4,1,10,-3.8825461864471436,-4.01596212387085
5,2,2,-4.112829208374023,-4.0487961769104
6,2,4,-4.215475082397461,-3.970574140548706
7,2,5,-4.452219009399414,-4.26546049118042
8,2,8,-4.891026496887207,-5.365377426147461
9,2,10,-4.90163516998291,-4.886285781860352
10,3,2,-4.317230224609375,-4.054049968719482
11,3,4,-4.619907855987549,-4.454202651977539
12,3,5,-5.08820915222168,-5.052230358123779
13,3,8,-4.7159528732299805,-5.5386834144592285
14,3,10,-5.377991676330566,-5.315218925476074
