,L,nh,x->y,y->x
0,1,2,-2.079749822616577,-2.079099655151367
1,1,4,-2.9323675632476807,-2.9580702781677246
2,1,5,-3.353095769882202,-3.3407561779022217
3,1,8,-3.7700414657592773,-3.7267465591430664
4,1,10,-3.1480765342712402,-3.1178646087646484
5,2,2,-3.585143804550171,-3.5954151153564453
6,2,4,-2.639634609222412,-2.700227737426758
7,2,5,-3.853855609893799,-3.887821674346924
8,2,8,-3.629807472229004,-3.6028847694396973
9,2,10,-3.7735278606414795,-3.7330069541931152
10,3,2,-3.663649320602417,-3.6796233654022217
11,3,4,-3.3424127101898193,-3.381143808364868
12,3,5,-4.404627323150635,-4.430452346801758
13,3,8,-3.1546096801757812,-3.1213903427124023
14,3,10,-4.196571350097656,-4.146207332611084
