,L,nh,x->y,y->x
0,1,18,-4.596681118011475,-4.556182384490967
1,1,24,-5.006284713745117,-5.503989219665527
2,2,18,-4.6243896484375,-4.7027058601379395
3,2,24,-3.3052313327789307,-3.4260663986206055
4,3,18,-5.37936544418335,-5.366408824920654
5,3,24,-8.340791702270508,-9.112422943115234
