,L,nh,x->y,y->x
0,1,2,-2.2789998054504395,-2.0942392349243164
1,1,4,-2.9152956008911133,-2.8902480602264404
2,1,5,-3.408399820327759,-3.195279359817505
3,1,8,-4.028290748596191,-3.523327350616455
4,1,10,-3.4429409503936768,-3.0771520137786865
5,2,2,-3.511003017425537,-3.3315653800964355
6,2,4,-2.7338242530822754,-2.8177576065063477
7,2,5,-3.5165584087371826,-3.1760880947113037
8,2,8,-4.384660720825195,-3.5016281604766846
9,2,10,-4.343549728393555,-3.71785569190979
10,3,2,-3.3786959648132324,-3.099940299987793
11,3,4,-2.8372035026550293,-3.2574474811553955
12,3,5,-4.184192657470703,-3.7528977394104004
13,3,8,-4.077625751495361,-3.2328312397003174
14,3,10,-4.693411350250244,-4.024179458618164
