,L,nh,x->y,y->x
0,1,2,-3.181276559829712,-3.061460256576538
1,1,4,-3.012856960296631,-2.825161933898926
2,1,5,-3.981159210205078,-3.745980739593506
3,1,8,-4.592379570007324,-3.849076747894287
4,1,10,-4.308850288391113,-4.35259485244751
5,2,2,-4.295557975769043,-3.8483121395111084
6,2,4,-3.546999454498291,-2.975822687149048
7,2,5,-5.001421928405762,-4.288107395172119
8,2,8,-5.539400100708008,-4.247343063354492
9,2,10,-5.334708213806152,-5.080291748046875
10,3,2,-4.629597187042236,-3.5845649242401123
11,3,4,-4.242231845855713,-4.376620292663574
12,3,5,-5.657052993774414,-5.102974891662598
13,3,8,-5.786350727081299,-4.504733562469482
14,3,10,-5.9111857414245605,-5.629430770874023
