,L,nh,x->y,y->x
0,1,2,-3.3545618057250977,-3.4015228748321533
1,1,4,-3.5284814834594727,-3.534222364425659
2,1,5,-3.943739414215088,-4.061495780944824
3,1,8,-4.276046276092529,-4.473295211791992
4,1,10,-4.143418788909912,-4.243911266326904
5,2,2,-4.088074207305908,-4.090346813201904
6,2,4,-4.15615701675415,-4.204166889190674
7,2,5,-4.337685585021973,-4.411815166473389
8,2,8,-4.811106204986572,-5.110146522521973
9,2,10,-5.138241767883301,-5.196208477020264
10,3,2,-4.088709354400635,-4.184334754943848
11,3,4,-4.506580829620361,-4.429798603057861
12,3,5,-4.992721080780029,-5.081852912902832
13,3,8,-4.768510818481445,-5.118436336517334
14,3,10,-5.6048903465271,-5.6514482498168945
