,L,nh,x->y,y->x
0,1,10,-3.7174317836761475,-3.744448661804199
1,1,18,-3.1083924770355225,-3.2077043056488037
2,1,24,-4.4262166023254395,-3.502312660217285
3,2,10,-4.601949214935303,-4.664583683013916
4,2,18,-3.1366586685180664,-3.250699996948242
5,2,24,-4.32171630859375,-3.445218563079834
6,3,10,-4.956684589385986,-5.022175312042236
7,3,18,-3.199838399887085,-3.2871479988098145
8,3,24,-5.536809921264648,-4.239133834838867
