,L,nh,x->y,y->x
0,1,2,-2.6797335147857666,-2.6821796894073486
1,1,4,-2.722646951675415,-2.7997477054595947
2,1,5,-2.916890859603882,-2.9750490188598633
3,1,8,-2.8984384536743164,-3.2166898250579834
4,1,10,-2.9381704330444336,-3.1545608043670654
5,2,2,-2.7137835025787354,-2.738503932952881
6,2,4,-2.6250338554382324,-2.657423257827759
7,2,5,-2.836256742477417,-2.946267604827881
8,2,8,-2.6736207008361816,-2.9507975578308105
9,2,10,-3.2857730388641357,-3.688703775405884
10,3,2,-2.6222689151763916,-2.682142972946167
11,3,4,-2.5636184215545654,-2.658186912536621
12,3,5,-2.844841718673706,-3.123505115509033
13,3,8,-2.8124427795410156,-3.1401562690734863
14,3,10,-3.041699171066284,-3.32609224319458
