,L,nh,x->y,y->x
0,1,10,-4.151713848114014,-4.174699783325195
1,1,18,-3.2595372200012207,-3.2463877201080322
2,1,24,-4.72234582901001,-4.56343936920166
3,2,10,-5.046518325805664,-5.066424369812012
4,2,18,-3.3371357917785645,-3.324533462524414
5,2,24,-4.991878986358643,-4.86336088180542
6,3,10,-5.582296848297119,-5.604452610015869
7,3,18,-3.88089656829834,-3.9047911167144775
8,3,24,-6.852397441864014,-6.607936859130859
