,L,nh,x->y,y->x
0,1,2,-4.851434707641602,-5.026971817016602
1,1,4,-3.5133183002471924,-3.1755568981170654
2,1,5,-4.567961692810059,-4.935487270355225
3,1,8,-4.235730171203613,-5.387343406677246
4,1,10,-4.424140453338623,-4.9049530029296875
5,2,2,-3.9570536613464355,-4.0051589012146
6,2,4,-4.044504165649414,-3.661339044570923
7,2,5,-4.882387161254883,-5.270895004272461
8,2,8,-5.052487850189209,-7.2712016105651855
9,2,10,-4.736057281494141,-5.783961772918701
10,3,2,-3.2967770099639893,-3.573392152786255
11,3,4,-5.907271385192871,-4.459623336791992
12,3,5,-5.227643966674805,-5.831958293914795
13,3,8,-5.695231914520264,-7.8456339836120605
14,3,10,-5.075431823730469,-6.039431095123291
