,L,nh,x->y,y->x
0,1,10,-4.16836404800415,-4.202530384063721
1,1,18,-3.1130306720733643,-3.209420919418335
2,1,24,-4.633820533752441,-3.7222988605499268
3,2,10,-4.850520133972168,-5.09021520614624
4,2,18,-3.1669678688049316,-3.369184732437134
5,2,24,-5.026070594787598,-3.8477160930633545
6,3,10,-5.3218607902526855,-5.6472673416137695
7,3,18,-3.6977124214172363,-3.86171817779541
8,3,24,-6.586759090423584,-5.2674455642700195
