,L,nh,x->y,y->x
0,1,2,-3.252504587173462,-3.3226406574249268
1,1,4,-3.17460560798645,-3.418233871459961
2,1,5,-3.819795846939087,-3.872173547744751
3,1,8,-4.479012489318848,-4.367281436920166
4,1,10,-4.336789608001709,-4.3324103355407715
5,2,2,-4.254811763763428,-4.182503700256348
6,2,4,-3.6011595726013184,-4.230356693267822
7,2,5,-4.448559761047363,-4.2975969314575195
8,2,8,-5.181517601013184,-4.951050758361816
9,2,10,-5.32586145401001,-5.1207990646362305
10,3,2,-4.379013538360596,-4.1705732345581055
11,3,4,-4.357448101043701,-4.603093147277832
12,3,5,-5.198305130004883,-5.08771276473999
13,3,8,-5.285748481750488,-5.098973751068115
14,3,10,-5.837635040283203,-5.641045570373535
