,L,nh,x->y,y->x
0,1,10,-4.332973003387451,-4.331477642059326
1,1,18,-3.5341145992279053,-3.8495826721191406
2,1,24,-4.270599365234375,-4.7033796310424805
3,2,10,-5.017669677734375,-5.336901664733887
4,2,18,-3.471540689468384,-3.5742950439453125
5,2,24,-4.404537677764893,-4.1280436515808105
6,3,10,-5.626781940460205,-6.0168232917785645
7,3,18,-3.8936591148376465,-3.9944007396698
8,3,24,-5.7531304359436035,-6.199928283691406
