,L,nh,x->y,y->x
0,1,2,-2.612616539001465,-2.7931761741638184
1,1,4,-2.6864545345306396,-2.798004150390625
2,1,5,-2.6133391857147217,-2.6600067615509033
3,1,8,-2.7782931327819824,-2.94269061088562
4,1,10,-2.6048693656921387,-2.6583139896392822
5,2,2,-2.6869139671325684,-2.959479570388794
6,2,4,-2.6073617935180664,-2.7049717903137207
7,2,5,-2.6334118843078613,-2.749207019805908
8,2,8,-2.664478063583374,-2.7309272289276123
9,2,10,-2.7658371925354004,-2.811631202697754
10,3,2,-2.662520408630371,-2.7897894382476807
11,3,4,-2.578697681427002,-2.6856191158294678
12,3,5,-2.6728456020355225,-3.1240830421447754
13,3,8,-2.6389689445495605,-2.744540214538574
14,3,10,-2.5822012424468994,-2.694101095199585
