,L,nh,x->y,y->x
0,1,2,-2.132359743118286,-2.1006131172180176
1,1,4,-2.134005308151245,-2.1613929271698
2,1,5,-2.4854822158813477,-2.3860814571380615
3,1,8,-2.460836887359619,-2.365224599838257
4,1,10,-1.947709560394287,-1.878014087677002
5,2,2,-1.9328547716140747,-1.9676687717437744
6,2,4,-1.2055569887161255,-1.208510398864746
7,2,5,-2.037520408630371,-1.8904627561569214
8,2,8,-1.2565709352493286,-1.2201768159866333
9,2,10,-2.0536630153656006,-2.0005381107330322
10,3,2,-1.3358882665634155,-1.318533182144165
11,3,4,-0.8127408027648926,-0.908471405506134
12,3,5,-1.3651599884033203,-1.3435150384902954
13,3,8,-1.396522045135498,-1.3459993600845337
14,3,10,-1.6861066818237305,-1.609234094619751
