,L,nh,x->y,y->x
0,1,2,-2.560397148132324,-2.6171793937683105
1,1,4,-2.6348981857299805,-2.541013240814209
2,1,5,-2.972766637802124,-2.917898654937744
3,1,8,-2.9739534854888916,-2.8165488243103027
4,1,10,-2.9361233711242676,-2.944129705429077
5,2,2,-2.5870256423950195,-2.677123546600342
6,2,4,-2.354769229888916,-2.4169318675994873
7,2,5,-2.892460823059082,-2.716171979904175
8,2,8,-2.6890547275543213,-2.632826566696167
9,2,10,-3.4346158504486084,-3.4182591438293457
10,3,2,-2.421382188796997,-2.4492359161376953
11,3,4,-2.2824866771698,-2.3940834999084473
12,3,5,-2.976105213165283,-2.906102418899536
13,3,8,-2.964261770248413,-2.9026753902435303
14,3,10,-3.2498393058776855,-3.2776761054992676
