,L,nh,x->y,y->x
0,1,2,-3.299208164215088,-3.3421790599823
1,1,4,-3.099092721939087,-3.1621460914611816
2,1,5,-3.6128432750701904,-3.7364413738250732
3,1,8,-3.792821168899536,-4.54425573348999
4,1,10,-3.989107847213745,-4.299296855926514
5,2,2,-3.6906726360321045,-4.008930206298828
6,2,4,-3.4795007705688477,-3.311408519744873
7,2,5,-3.6037654876708984,-4.040712833404541
8,2,8,-4.203182697296143,-5.230546474456787
9,2,10,-4.638729572296143,-5.461080074310303
10,3,2,-3.284696340560913,-3.9665820598602295
11,3,4,-3.767390012741089,-3.3444812297821045
12,3,5,-4.312819957733154,-4.883467197418213
13,3,8,-4.28739070892334,-5.242070198059082
14,3,10,-4.951244831085205,-5.857091426849365
