,L,nh,x->y,y->x
0,1,10,-4.536252498626709,-4.128780364990234
1,1,18,-4.8541460037231445,-4.884371757507324
2,1,24,-8.07546329498291,-6.955118656158447
3,2,10,-5.608310222625732,-5.481182098388672
4,2,18,-4.458182334899902,-4.806653022766113
5,2,24,-3.1154325008392334,-3.5294086933135986
6,3,10,-8.021761894226074,-8.020533561706543
7,3,18,-5.499441623687744,-5.378794193267822
8,3,24,-10.242229461669922,-8.94861125946045
