,L,nh,x->y,y->x
0,1,2,-3.3280158042907715,-3.310711145401001
1,1,4,-3.330721616744995,-3.5441887378692627
2,1,5,-4.215246200561523,-4.105853080749512
3,1,8,-4.5232834815979,-4.4953413009643555
4,1,10,-4.020838260650635,-3.9383556842803955
5,2,2,-3.9935004711151123,-4.114198207855225
6,2,4,-3.839031934738159,-4.316235542297363
7,2,5,-4.570028781890869,-4.698619842529297
8,2,8,-5.213325023651123,-5.172667026519775
9,2,10,-4.936161041259766,-4.9134392738342285
10,3,2,-4.062421798706055,-4.295441627502441
11,3,4,-4.644195079803467,-4.858435153961182
12,3,5,-5.3043341636657715,-5.359251022338867
13,3,8,-5.417163372039795,-5.25319242477417
14,3,10,-5.402207374572754,-5.416961669921875
