,L,nh,x->y,y->x
0,1,10,-3.2743608951568604,-3.383089303970337
1,1,18,-3.2595369815826416,-3.2858517169952393
2,1,24,-4.384990215301514,-4.220598220825195
3,2,10,-4.28960657119751,-4.441015720367432
4,2,18,-3.3067374229431152,-3.3494858741760254
5,2,24,-3.56248140335083,-3.3735194206237793
6,3,10,-4.784873962402344,-4.942592144012451
7,3,18,-3.024074077606201,-3.0679855346679688
8,3,24,-5.234599590301514,-4.779178619384766
