,L,nh,x->y,y->x
0,1,2,-2.223891019821167,-2.1174285411834717
1,1,4,-4.771202087402344,-4.918192386627197
2,1,5,-4.357478618621826,-4.338761329650879
3,1,8,-4.883400917053223,-4.747518539428711
4,1,10,-3.38860821723938,-3.028707265853882
5,2,2,-3.8501136302948,-3.8281562328338623
6,2,4,-5.806028366088867,-6.373380661010742
7,2,5,-4.4714860916137695,-4.638932228088379
8,2,8,-5.32867956161499,-4.898366928100586
9,2,10,-4.561161994934082,-4.1400041580200195
10,3,2,-4.327412128448486,-4.573786735534668
11,3,4,-5.699572563171387,-6.057693958282471
12,3,5,-5.070839881896973,-5.184878349304199
13,3,8,-5.486388683319092,-4.766210079193115
14,3,10,-5.083979606628418,-4.679545879364014
