,L,nh,x->y,y->x
0,1,2,-3.342543840408325,-3.3392322063446045
1,1,4,-3.3483526706695557,-3.540350914001465
2,1,5,-4.235767841339111,-4.11205530166626
3,1,8,-4.506270408630371,-4.472007751464844
4,1,10,-3.9859728813171387,-3.947726011276245
5,2,2,-3.9840869903564453,-4.121837139129639
6,2,4,-3.8891937732696533,-4.266948699951172
7,2,5,-4.596357822418213,-4.696018695831299
8,2,8,-5.160824775695801,-5.158417701721191
9,2,10,-4.892629623413086,-4.95097017288208
10,3,2,-4.097537517547607,-4.297308444976807
11,3,4,-4.678195476531982,-4.8588480949401855
12,3,5,-5.32131814956665,-5.3672356605529785
13,3,8,-5.314958095550537,-5.197279930114746
14,3,10,-5.384144306182861,-5.4584059715271
