,L,nh,x->y,y->x
0,1,2,-3.42079496383667,-3.4106225967407227
1,1,4,-2.967522144317627,-3.049995183944702
2,1,5,-4.121189117431641,-4.092829704284668
3,1,8,-4.220548629760742,-4.289579391479492
4,1,10,-3.705268383026123,-3.75634503364563
5,2,2,-3.9194464683532715,-4.008581161499023
6,2,4,-3.2714223861694336,-3.400207757949829
7,2,5,-4.541690349578857,-4.671988487243652
8,2,8,-4.744461536407471,-4.824331760406494
9,2,10,-4.563324451446533,-4.612182140350342
10,3,2,-3.954460382461548,-4.115708827972412
11,3,4,-4.470093250274658,-4.518438339233398
12,3,5,-5.282944202423096,-5.345815181732178
13,3,8,-4.649739742279053,-4.726455211639404
14,3,10,-5.016514778137207,-5.084661960601807
