,L,nh,x->y,y->x
0,1,2,-3.4342257976531982,-3.6669392585754395
1,1,4,-3.5270116329193115,-3.1633365154266357
2,1,5,-3.804975748062134,-3.780400514602661
3,1,8,-4.815304756164551,-3.9104526042938232
4,1,10,-4.412214279174805,-4.772853851318359
5,2,2,-4.644561767578125,-3.890103578567505
6,2,4,-4.476742744445801,-3.539069890975952
7,2,5,-4.958407402038574,-3.579120397567749
8,2,8,-5.7808074951171875,-4.408924579620361
9,2,10,-5.659623622894287,-5.241231441497803
10,3,2,-5.122052192687988,-3.2175042629241943
11,3,4,-4.244229793548584,-4.5446648597717285
12,3,5,-5.441653728485107,-4.576511383056641
13,3,8,-5.805884838104248,-4.86933708190918
14,3,10,-6.290446758270264,-5.740267753601074
