,L,nh,x->y,y->x
0,1,2,-3.238812208175659,-3.4879021644592285
1,1,4,-3.114229679107666,-3.3215415477752686
2,1,5,-3.003678560256958,-2.8725414276123047
3,1,8,-2.915935516357422,-3.0549046993255615
4,1,10,-3.0139050483703613,-2.961610794067383
5,2,2,-3.3432323932647705,-3.675058364868164
6,2,4,-3.2072317600250244,-3.268097400665283
7,2,5,-3.134202003479004,-3.0235464572906494
8,2,8,-3.193120241165161,-3.0854737758636475
9,2,10,-2.953287363052368,-2.7392683029174805
10,3,2,-3.304378032684326,-3.4506380558013916
11,3,4,-3.0939619541168213,-3.2909462451934814
12,3,5,-2.9841127395629883,-3.0527472496032715
13,3,8,-3.2259809970855713,-3.1973178386688232
14,3,10,-3.1677238941192627,-3.183983087539673
