,L,nh,x->y,y->x
0,1,2,-3.328404426574707,-3.2811336517333984
1,1,4,-3.2371418476104736,-3.5061309337615967
2,1,5,-4.19819450378418,-4.087691307067871
3,1,8,-4.53935432434082,-4.4546027183532715
4,1,10,-4.054967403411865,-3.881265878677368
5,2,2,-3.994772434234619,-4.118744850158691
6,2,4,-3.64203143119812,-4.311173439025879
7,2,5,-4.529865741729736,-4.700611591339111
8,2,8,-5.272371292114258,-5.130553722381592
9,2,10,-4.953722953796387,-4.832510948181152
10,3,2,-4.032698154449463,-4.298397541046143
11,3,4,-4.523979187011719,-4.851958274841309
12,3,5,-5.288339138031006,-5.3602070808410645
13,3,8,-5.528819561004639,-5.137242794036865
14,3,10,-5.410618782043457,-5.336392879486084
