,L,nh,x->y,y->x
0,1,2,-2.231177806854248,-2.037346601486206
1,1,4,-2.173079013824463,-2.3074097633361816
2,1,5,-2.4327476024627686,-2.686251163482666
3,1,8,-2.2722694873809814,-3.033595323562622
4,1,10,-2.288142204284668,-3.147911548614502
5,2,2,-2.2140278816223145,-2.2441039085388184
6,2,4,-1.8514972925186157,-1.9491796493530273
7,2,5,-2.075698137283325,-2.6795814037323
8,2,8,-1.936104655265808,-2.8634142875671387
9,2,10,-2.612804412841797,-3.679015636444092
10,3,2,-1.842998743057251,-1.9337079524993896
11,3,4,-1.8114004135131836,-1.895222544670105
12,3,5,-2.1229023933410645,-2.9037246704101562
13,3,8,-2.1002964973449707,-3.2240822315216064
14,3,10,-2.367973566055298,-3.3121864795684814
