,L,nh,x->y,y->x
0,1,2,-2.782496452331543,-2.7424099445343018
1,1,4,-2.774627208709717,-2.8343312740325928
2,1,5,-2.8374710083007812,-2.7877423763275146
3,1,8,-2.7940800189971924,-2.937788724899292
4,1,10,-2.8974449634552,-2.8116683959960938
5,2,2,-2.8193910121917725,-2.8182833194732666
6,2,4,-2.736013889312744,-2.8027236461639404
7,2,5,-2.792773485183716,-2.8088831901550293
8,2,8,-2.749168872833252,-2.828798532485962
9,2,10,-2.8679046630859375,-2.973062038421631
10,3,2,-2.818556547164917,-2.821160316467285
11,3,4,-2.714545488357544,-2.812556028366089
12,3,5,-2.716341495513916,-2.895930767059326
13,3,8,-2.7416605949401855,-2.8292713165283203
14,3,10,-2.7441086769104004,-2.787705183029175
