,L,nh,x->y,y->x
0,1,2,-3.4871926307678223,-3.4638912677764893
1,1,4,-3.32653546333313,-3.324575424194336
2,1,5,-4.116580963134766,-4.093489646911621
3,1,8,-5.037474632263184,-4.578663349151611
4,1,10,-4.3068366050720215,-4.056890964508057
5,2,2,-4.129156589508057,-4.031980037689209
6,2,4,-3.78833270072937,-3.930302143096924
7,2,5,-4.438889980316162,-4.529325008392334
8,2,8,-5.530766010284424,-5.261448383331299
9,2,10,-5.083667755126953,-4.929337978363037
10,3,2,-4.070803165435791,-4.020205020904541
11,3,4,-4.420742511749268,-4.474725246429443
12,3,5,-5.178042888641357,-5.1688551902771
13,3,8,-5.970633029937744,-5.4485273361206055
14,3,10,-5.5257439613342285,-5.361350059509277
