,L,nh,x->y,y->x
0,1,18,-4.86754846572876,-4.815509796142578
1,1,24,-8.121731758117676,-9.524489402770996
2,2,18,-4.63854455947876,-4.429615497589111
3,2,24,-3.209681272506714,-3.19490909576416
4,3,18,-5.346200466156006,-5.393281936645508
5,3,24,-10.485387802124023,-12.818194389343262
