,L,nh,x->y,y->x
0,1,2,-3.010624408721924,-3.095876932144165
1,1,4,-3.3451638221740723,-3.2439498901367188
2,1,5,-3.768629312515259,-3.8460917472839355
3,1,8,-4.203042984008789,-4.247310638427734
4,1,10,-3.8741068840026855,-3.9302186965942383
5,2,2,-3.853147506713867,-3.791839122772217
6,2,4,-3.7715373039245605,-3.511861801147461
7,2,5,-4.035818099975586,-3.8864917755126953
8,2,8,-4.6991071701049805,-4.752103328704834
9,2,10,-4.754495143890381,-4.778337001800537
10,3,2,-3.7686896324157715,-3.6216282844543457
11,3,4,-3.949511766433716,-3.872817277908325
12,3,5,-4.6641669273376465,-4.64304780960083
13,3,8,-4.584493637084961,-4.695545196533203
14,3,10,-5.13814640045166,-5.1449666023254395
