,L,nh,x->y,y->x
0,1,10,-2.8948137760162354,-2.5817172527313232
1,1,18,-3.1115846633911133,-3.157501220703125
2,1,24,-3.396780014038086,-3.107452392578125
3,2,10,-2.9090051651000977,-2.611841917037964
4,2,18,-3.6468887329101562,-3.6570065021514893
5,2,24,-3.3979711532592773,-3.489995241165161
6,3,10,-3.4040627479553223,-3.2282650470733643
7,3,18,-3.732381582260132,-3.669140577316284
8,3,24,-3.684058904647827,-3.7542238235473633
