,L,nh,x->y,y->x
0,1,2,-2.3573505878448486,-2.5042192935943604
1,1,4,-4.4535112380981445,-4.146334648132324
2,1,5,-4.026151657104492,-4.14126443862915
3,1,8,-4.584343910217285,-4.672423362731934
4,1,10,-3.203951835632324,-3.5932233333587646
5,2,2,-3.98162841796875,-3.852356433868408
6,2,4,-5.6377482414245605,-4.714309215545654
7,2,5,-4.352011680603027,-4.020968437194824
8,2,8,-4.887753009796143,-5.179370403289795
9,2,10,-4.300414562225342,-4.673377990722656
10,3,2,-4.533436298370361,-4.072933197021484
11,3,4,-5.320849895477295,-4.816812515258789
12,3,5,-4.923304080963135,-4.8138203620910645
13,3,8,-4.631932258605957,-5.278628826141357
14,3,10,-4.835310459136963,-5.121490001678467
