,L,nh,x->y,y->x
0,1,2,-2.404355764389038,-2.4149467945098877
1,1,4,-2.4082391262054443,-2.4095375537872314
2,1,5,-3.239461660385132,-3.2219338417053223
3,1,8,-3.5921757221221924,-3.5626752376556396
4,1,10,-3.234602451324463,-3.2144219875335693
5,2,2,-3.186897039413452,-3.186800241470337
6,2,4,-2.0694382190704346,-2.0678749084472656
7,2,5,-3.2095553874969482,-3.1940948963165283
8,2,8,-3.855769634246826,-3.827012538909912
9,2,10,-3.9197793006896973,-3.9034907817840576
10,3,2,-2.802295684814453,-2.7887115478515625
11,3,4,-2.681637763977051,-2.6988441944122314
12,3,5,-3.7983832359313965,-3.772465705871582
13,3,8,-3.692668914794922,-3.6586923599243164
14,3,10,-4.189367771148682,-4.172800540924072
