,L,nh,x->y,y->x
0,1,2,-4.214338779449463,-4.228447437286377
1,1,4,-2.5049943923950195,-2.6153223514556885
2,1,5,-4.448315143585205,-4.475134372711182
3,1,8,-4.421675205230713,-4.613332271575928
4,1,10,-4.4209818840026855,-4.439366817474365
5,2,2,-4.043380260467529,-4.1974287033081055
6,2,4,-2.62060284614563,-2.8986546993255615
7,2,5,-5.033966064453125,-5.174890518188477
8,2,8,-5.628151893615723,-5.824994087219238
9,2,10,-5.093111991882324,-5.143138408660889
10,3,2,-3.734812021255493,-4.040886402130127
11,3,4,-4.490801811218262,-4.524503707885742
12,3,5,-5.780628681182861,-5.850943565368652
13,3,8,-6.376148223876953,-6.6290507316589355
14,3,10,-5.60483455657959,-5.668729305267334
