,L,nh,x->y,y->x
0,1,2,-3.015361785888672,-3.093895435333252
1,1,4,-2.6018803119659424,-2.6753783226013184
2,1,5,-3.0134615898132324,-3.2854297161102295
3,1,8,-2.8034017086029053,-2.994338035583496
4,1,10,-2.6618499755859375,-3.142531156539917
5,2,2,-2.7834205627441406,-2.774951696395874
6,2,4,-2.336219549179077,-2.5989344120025635
7,2,5,-2.694131851196289,-2.9098620414733887
8,2,8,-2.5819029808044434,-2.7956180572509766
9,2,10,-2.8924496173858643,-3.5437252521514893
10,3,2,-2.5949108600616455,-2.6101741790771484
11,3,4,-2.2687032222747803,-2.5783371925354004
12,3,5,-2.521425247192383,-3.0474605560302734
13,3,8,-2.807068109512329,-3.043699026107788
14,3,10,-2.709085464477539,-3.324585437774658
