,L,nh,x->y,y->x
0,1,2,-2.5776007175445557,-2.4890639781951904
1,1,4,-3.5818135738372803,-3.6269383430480957
2,1,5,-3.980670690536499,-3.9741878509521484
3,1,8,-4.313551902770996,-4.279021739959717
4,1,10,-3.4933021068573,-3.4059548377990723
5,2,2,-3.9126698970794678,-3.9409573078155518
6,2,4,-3.9685580730438232,-4.108717918395996
7,2,5,-4.5511298179626465,-4.635499477386475
8,2,8,-4.62907600402832,-4.492092609405518
9,2,10,-4.486700057983398,-4.38820219039917
10,3,2,-4.275726795196533,-4.377678871154785
11,3,4,-4.781291961669922,-4.903203010559082
12,3,5,-5.239176273345947,-5.297680377960205
13,3,8,-4.568312168121338,-4.336595058441162
14,3,10,-5.042475700378418,-4.96942663192749
