,L,nh,x->y,y->x
0,1,2,-2.9428601264953613,-2.882042646408081
1,1,4,-2.900690793991089,-2.855762004852295
2,1,5,-3.045961380004883,-2.9045872688293457
3,1,8,-2.7340211868286133,-2.9069879055023193
4,1,10,-2.897002696990967,-2.979083776473999
5,2,2,-2.885068655014038,-2.873777389526367
6,2,4,-2.557905912399292,-2.8541460037231445
7,2,5,-2.7302944660186768,-2.8620853424072266
8,2,8,-2.5229547023773193,-2.848325490951538
9,2,10,-2.6433725357055664,-3.030179738998413
10,3,2,-2.8251516819000244,-2.8614957332611084
11,3,4,-2.5000643730163574,-2.8616342544555664
12,3,5,-2.5670957565307617,-2.8596420288085938
13,3,8,-2.52135968208313,-2.8565378189086914
14,3,10,-2.466419219970703,-2.8615076541900635
