,L,nh,x->y,y->x
0,1,2,-4.52209997177124,-4.416104793548584
1,1,4,-3.3569068908691406,-3.6504077911376953
2,1,5,-4.596831798553467,-4.637575149536133
3,1,8,-4.67538595199585,-5.193027019500732
4,1,10,-5.068029880523682,-4.781574249267578
5,2,2,-3.9868271350860596,-4.546255588531494
6,2,4,-4.031679630279541,-4.788421630859375
7,2,5,-4.80635929107666,-5.541481018066406
8,2,8,-5.94543981552124,-6.8254523277282715
9,2,10,-5.6150431632995605,-5.764509201049805
10,3,2,-3.2428836822509766,-4.584318161010742
11,3,4,-5.044715404510498,-5.182980537414551
12,3,5,-5.569408416748047,-6.076366424560547
13,3,8,-7.0854339599609375,-7.86418342590332
14,3,10,-6.0562872886657715,-6.231186389923096
