,L,nh,x->y,y->x
0,1,2,-3.8160457611083984,-3.821180820465088
1,1,4,-2.9721908569335938,-3.2078006267547607
2,1,5,-4.142951965332031,-4.233674049377441
3,1,8,-4.251602649688721,-4.868533611297607
4,1,10,-4.540891647338867,-4.579836845397949
5,2,2,-3.9855802059173584,-4.346176624298096
6,2,4,-3.1976263523101807,-3.79280424118042
7,2,5,-4.45003080368042,-4.965660572052002
8,2,8,-4.978838920593262,-5.925870895385742
9,2,10,-5.089449882507324,-5.529918193817139
10,3,2,-3.616076707839966,-4.4459052085876465
11,3,4,-4.4820661544799805,-4.338138580322266
12,3,5,-5.090914726257324,-5.559921741485596
13,3,8,-5.4181952476501465,-6.431437015533447
14,3,10,-5.480664253234863,-5.974540710449219
