,L,nh,x->y,y->x
0,1,2,-3.7233939170837402,-3.8255958557128906
1,1,4,-4.534528732299805,-4.432336330413818
2,1,5,-4.660582065582275,-4.6133832931518555
3,1,8,-6.251137733459473,-6.988652229309082
4,1,10,-3.7680180072784424,-3.969295024871826
5,2,2,-4.022302150726318,-4.139242172241211
6,2,4,-5.3507890701293945,-4.881669521331787
7,2,5,-4.902933597564697,-4.708986759185791
8,2,8,-6.391664505004883,-6.897558689117432
9,2,10,-4.543238639831543,-4.743696689605713
10,3,2,-4.240024089813232,-4.241674900054932
11,3,4,-5.348304748535156,-5.292532920837402
12,3,5,-5.380520343780518,-5.304847240447998
13,3,8,-6.9186625480651855,-7.937623977661133
14,3,10,-4.9049530029296875,-5.166292190551758
