,L,nh,x->y,y->x
0,1,2,-3.5954933166503906,-3.467305898666382
1,1,4,-2.7344565391540527,-3.1705410480499268
2,1,5,-4.160017490386963,-4.110214710235596
3,1,8,-4.371452331542969,-4.382657051086426
4,1,10,-4.410241603851318,-4.378382205963135
5,2,2,-4.021018981933594,-4.286183834075928
6,2,4,-2.690521240234375,-3.9739620685577393
7,2,5,-4.662309169769287,-4.99547815322876
8,2,8,-5.255978584289551,-5.238457679748535
9,2,10,-5.186570167541504,-5.202354907989502
10,3,2,-3.86134934425354,-4.4632954597473145
11,3,4,-4.240489482879639,-4.8112101554870605
12,3,5,-5.43344783782959,-5.619292259216309
13,3,8,-5.747879505157471,-5.57902717590332
14,3,10,-5.680485248565674,-5.7369866371154785
