,L,nh,x->y,y->x
0,1,2,-3.9685184955596924,-4.196484088897705
1,1,4,-3.6139299869537354,-3.494377374649048
2,1,5,-4.036290168762207,-4.0650787353515625
3,1,8,-4.814496040344238,-3.6819257736206055
4,1,10,-4.550117492675781,-4.562920093536377
5,2,2,-4.0864033699035645,-3.820375919342041
6,2,4,-4.059471607208252,-3.9446442127227783
7,2,5,-4.389509677886963,-3.8499438762664795
8,2,8,-5.459768295288086,-3.939742088317871
9,2,10,-5.8591413497924805,-4.946751594543457
10,3,2,-4.174274444580078,-3.3373754024505615
11,3,4,-3.735753297805786,-5.261453628540039
12,3,5,-5.162432670593262,-4.382437705993652
13,3,8,-5.568376064300537,-4.470424175262451
14,3,10,-6.123209476470947,-5.085127353668213
