,L,nh,x->y,y->x
0,1,2,-2.9726450443267822,-3.019972562789917
1,1,4,-3.357440948486328,-3.2938196659088135
2,1,5,-3.8677477836608887,-3.980653762817383
3,1,8,-4.1927900314331055,-4.4376749992370605
4,1,10,-3.679657459259033,-3.717074155807495
5,2,2,-3.7636477947235107,-3.7372584342956543
6,2,4,-3.694826364517212,-3.480896472930908
7,2,5,-4.030928134918213,-4.187688827514648
8,2,8,-4.470373630523682,-4.900611877441406
9,2,10,-4.366125106811523,-4.51609992980957
10,3,2,-3.672358274459839,-3.6774027347564697
11,3,4,-4.190918922424316,-3.9408559799194336
12,3,5,-4.590053081512451,-4.795304298400879
13,3,8,-4.398477554321289,-4.851008415222168
14,3,10,-4.729226112365723,-4.874166488647461
