,L,nh,x->y,y->x
0,1,2,-2.752000331878662,-3.0172011852264404
1,1,4,-3.6315226554870605,-3.2202868461608887
2,1,5,-3.7180049419403076,-3.7571303844451904
3,1,8,-4.522842884063721,-4.119078159332275
4,1,10,-3.8240392208099365,-4.1706390380859375
5,2,2,-4.24838399887085,-3.801124334335327
6,2,4,-4.448845863342285,-3.3255646228790283
7,2,5,-4.557754039764404,-3.6345415115356445
8,2,8,-5.032835960388184,-4.551575183868408
9,2,10,-4.926395893096924,-4.856572151184082
10,3,2,-4.686856746673584,-3.4612863063812256
11,3,4,-4.361595630645752,-4.176440238952637
12,3,5,-5.079793453216553,-4.531657695770264
13,3,8,-4.797219276428223,-4.6588616371154785
14,3,10,-5.4295549392700195,-5.287533760070801
