,L,nh,x->y,y->x
0,1,2,-3.192970037460327,-3.2233028411865234
1,1,4,-3.455728769302368,-3.4022722244262695
2,1,5,-3.932307243347168,-3.99402117729187
3,1,8,-4.158718109130859,-4.401939392089844
4,1,10,-3.93851375579834,-4.034018516540527
5,2,2,-3.9383106231689453,-4.016111373901367
6,2,4,-4.050539016723633,-3.885551929473877
7,2,5,-4.26657772064209,-4.40531587600708
8,2,8,-4.597559928894043,-4.980675220489502
9,2,10,-4.843638896942139,-5.025367259979248
10,3,2,-3.9203121662139893,-4.117149829864502
11,3,4,-4.489431858062744,-4.298943519592285
12,3,5,-4.932592868804932,-5.055668830871582
13,3,8,-4.5206379890441895,-4.919898986816406
14,3,10,-5.294480800628662,-5.471871376037598
