,L,nh,x->y,y->x
0,1,10,-2.645448684692383,-3.138822555541992
1,1,18,-2.447169303894043,-2.7691221237182617
2,1,24,-2.525869131088257,-3.2098565101623535
3,2,10,-2.8087449073791504,-3.334627628326416
4,2,18,-2.2560226917266846,-2.7122159004211426
5,2,24,-2.261910915374756,-3.0641188621520996
6,3,10,-2.5528528690338135,-3.1850452423095703
7,3,18,-2.163358688354492,-2.683912515640259
8,3,24,-2.2907791137695312,-3.049772024154663
