,L,nh,x->y,y->x
0,1,2,-3.291372776031494,-3.3365824222564697
1,1,4,-3.261845827102661,-3.3339812755584717
2,1,5,-3.9608986377716064,-4.011148452758789
3,1,8,-4.393992900848389,-4.483098983764648
4,1,10,-4.168106555938721,-4.099435329437256
5,2,2,-4.028738975524902,-4.238005638122559
6,2,4,-3.7052159309387207,-3.9043431282043457
7,2,5,-4.353813171386719,-4.461391925811768
8,2,8,-5.040214538574219,-5.220921993255615
9,2,10,-5.005451679229736,-4.9745635986328125
10,3,2,-3.972512722015381,-4.305497169494629
11,3,4,-4.292581558227539,-4.355707168579102
12,3,5,-5.0838398933410645,-5.166090488433838
13,3,8,-5.121657848358154,-5.2567315101623535
14,3,10,-5.459667682647705,-5.4483137130737305
