,L,nh,x->y,y->x
0,1,2,-3.229764699935913,-3.189033269882202
1,1,4,-3.206385612487793,-3.298233985900879
2,1,5,-3.7993030548095703,-3.9190683364868164
3,1,8,-4.366636753082275,-4.619993209838867
4,1,10,-4.2930521965026855,-4.3651814460754395
5,2,2,-4.16323184967041,-4.24951696395874
6,2,4,-3.8456549644470215,-4.0703511238098145
7,2,5,-4.246079444885254,-4.4795355796813965
8,2,8,-4.9608683586120605,-5.358255863189697
9,2,10,-5.201253414154053,-5.268445014953613
10,3,2,-4.192481517791748,-4.382969379425049
11,3,4,-4.501315116882324,-4.483753681182861
12,3,5,-5.043617248535156,-5.296266555786133
13,3,8,-5.078461170196533,-5.518305778503418
14,3,10,-5.724272727966309,-5.785176753997803
